0 1:9424 2:163.7524193 3:73.9786963 4:0.8921336225 5:9695 6:109.5399903 7:0.5843253968 8:391.788 9:0.7715123485 10:2.213507773
0 1:7650 2:151.1998518 3:65.35794605 4:0.9017480734 5:7914 6:98.69286964 7:0.7342355312 8:359.049 9:0.7456995074 10:2.313411925
1 1:5371 2:123.9435304 3:56.23539815 4:0.8911453689 5:5531 6:82.69564435 7:0.7341443412 8:297.114 9:0.7645726947 10:2.204012677
0 1:8986 2:158.8203473 3:73.07924812 4:0.8878475028 5:9131 6:106.9641554 7:0.5799664386 8:377.556 9:0.7921611248 10:2.173261924
0 1:5681 2:128.8243263 3:56.6059603 4:0.8982894182 5:5817 6:85.0486558 7:0.6097456263 8:305.328 9:0.7657753587 10:2.275808512
1 1:6047 2:161.8127038 3:48.24585904 4:0.9545163242 5:6185 6:87.7455385 7:0.5485802413 8:351.623 9:0.6146038589 10:3.353919011
0 1:8340 2:159.0071306 3:67.78301679 4:0.9045869491 5:8587 6:103.0476482 7:0.752979415 8:374.423 9:0.7475683002 10:2.345825519
1 1:6562 2:165.6172966 3:51.18818412 4:0.9510376315 5:6706 6:91.40567757 7:0.5155562539 8:359.34 9:0.6386088946 10:3.2354595
1 1:6328 2:163.3555671 3:50.36135708 4:0.9512914929 5:6507 6:89.76112655 7:0.4364137931 8:371.288 9:0.5768388579 10:3.243668888
1 1:5603 2:137.6671099 3:52.66629282 4:0.9239295577 5:5759 6:84.46277979 7:0.5422957801 8:314.12 9:0.7135744787 10:2.613951021
0 1:9062 2:160.3972126 3:72.80018725 4:0.8910656749 5:9267 6:107.4155331 7:0.5867650868 8:381.036 9:0.7843355557 10:2.203252748
0 1:8918 2:155.2975826 3:74.20105046 4:0.878469116 5:9238 6:106.5586705 7:0.7472140762 8:380.783 9:0.7728980824 10:2.092929704
0 1:8998 2:160.7755156 3:71.88110205 4:0.8944890503 5:9197 6:107.0355521 7:0.7909634318 8:385.829 9:0.7595670524 10:2.236686849
0 1:6853 2:138.1095573 3:64.27295101 4:0.8851127923 5:6984 6:93.4104416 7:0.6450489458 8:331.444 9:0.7839173431 10:2.148797513
0 1:7899 2:148.7323785 3:68.03862641 4:0.8892318859 5:8095 6:100.2861863 7:0.6291517324 8:362.624 9:0.754864305 10:2.185999135
1 1:6095 2:161.210294 3:49.13124341 4:0.9524276033 5:6268 6:88.0931043 7:0.4481617647 8:353.174 9:0.6140533792 10:3.281217466
0 1:8569 2:150.7565048 3:72.90095488 4:0.8753070415 5:8767 6:104.4528107 7:0.6054974562 8:367.481 9:0.7973889771 10:2.067963376
1 1:6546 2:162.5615591 3:52.31592935 4:0.9468000998 5:6691 6:91.2941732 7:0.462811086 8:357.376 9:0.6440730062 10:3.107305196
1 1:6611 2:155.7554578 3:55.19590305 4:0.9351032425 5:6794 6:91.74631671 7:0.5917472252 8:351.888 9:0.6709159357 10:2.821866284
0 1:6687 2:133.076239 3:65.07646336 4:0.8722745898 5:6880 6:92.27216718 7:0.5882301196 8:325.742 9:0.7919425363 10:2.044921191
0 1:8329 2:157.2927222 3:67.96618653 4:0.9018256943 5:8508 6:102.9796687 7:0.5609509698 8:371.121 9:0.7599266351 10:2.314279058
0 1:9449 2:162.1140806 3:75.08378606 4:0.8862778151 5:9613 6:109.685188 7:0.6362962963 8:388.377 9:0.7872065655 10:2.159109032
1 1:6604 2:150.4624139 3:57.33544408 4:0.9245496621 5:6815 6:91.69773145 7:0.5782330794 8:345.992 9:0.6932419165 10:2.624247816
1 1:4752 2:137.5745738 3:44.86966301 4:0.9453187427 5:4940 6:77.78453777 7:0.4791288566 8:308.034 9:0.6293452882 10:3.066093315
1 1:6484 2:166.0901755 3:50.39702909 4:0.9528531818 5:6646 6:90.86080127 7:0.4392061234 8:366.011 9:0.6082254588 10:3.295634258
0 1:8437 2:158.9366413 3:67.99060554 4:0.903880834 5:8577 6:103.6451737 7:0.6776706827 8:374.399 9:0.7563599996 10:2.3376265
1 1:6997 2:169.022551 3:53.55164373 4:0.9484818886 5:7138 6:94.38674215 7:0.45147761 8:372.397 9:0.6340293912 10:3.156253277
1 1:5056 2:143.015443 3:45.87910738 4:0.9471475423 5:5175 6:80.23402731 7:0.5 8:314.905 9:0.6407045625 10:3.117223747
0 1:6207 2:136.7653158 3:58.29746755 4:0.9046010917 5:6411 6:88.89880682 7:0.7720149254 8:324.125 9:0.7424488687 10:2.345990684
1 1:7275 2:163.3798755 3:57.75803226 4:0.9354270158 5:7473 6:96.24353323 7:0.4861668003 8:374.04 9:0.6534415783 10:2.828695319
0 1:7992 2:156.2859412 3:66.30176877 4:0.9055527245 5:8201 6:100.8748256 7:0.5863536317 8:370.141 9:0.7330455325 10:2.357191129
1 1:7241 2:168.8236613 3:55.405906 4:0.9446124138 5:7428 6:96.01837086 7:0.6122949433 8:375.771 9:0.644409435 10:3.047033673
0 1:7459 2:145.5415438 3:66.56050443 4:0.8892971004 5:7688 6:97.45303363 7:0.593964007 8:348.954 9:0.7697578195 10:2.186605181
0 1:6777 2:135.2451092 3:64.55985401 4:0.8787108365 5:6930 6:92.89103506 7:0.6087854833 8:327.592 9:0.7935618381 10:2.094879416
0 1:7882 2:145.2767705 3:70.49885946 4:0.874362824 5:8102 6:100.1782117 7:0.5873323398 8:354.052 9:0.7901548143 10:2.060696749
1 1:6407 2:153.0409289 3:54.07482483 4:0.9354965944 5:6598 6:90.31968646 7:0.6825396825 8:353.873 9:0.6429389436 10:2.830169666
0 1:9054 2:162.7635674 3:71.45676067 4:0.8984763909 5:9234 6:107.368109 7:0.6204769737 8:385.069 9:0.767314208 10:2.277791015
1 1:4816 2:135.2783237 3:45.89481974 4:0.9406918568 5:4959 6:78.30658751 7:0.546031746 8:304.674 9:0.6519669092 10:2.947572829
1 1:6864 2:150.2448768 3:58.91795508 4:0.9199029137 5:7026 6:93.48537979 7:0.5240494732 8:347.172 9:0.7156451892 10:2.550069442
0 1:8129 2:154.1469881 3:68.76750191 4:0.8949749399 5:8264 6:101.735757 7:0.5610075914 8:367.126 9:0.7579083689 10:2.241567365
1 1:6220 2:159.0173363 3:50.71300958 4:0.9477833295 5:6383 6:88.99185338 7:0.4772134418 8:350.617 9:0.6358201831 10:3.135632013
1 1:5131 2:130.4197876 3:51.25834155 4:0.9195274435 5:5241 6:80.82692685 7:0.8179499442 8:301.033 9:0.7115143531 10:2.544362218
1 1:6152 2:153.5231276 3:51.97409407 4:0.9409511236 5:6315 6:88.50406589 7:0.4674416838 8:344.97 9:0.649626202 10:2.953839415
0 1:9144 2:158.5013749 3:74.32652071 4:0.8832337564 5:9429 6:107.9004282 7:0.5846547315 8:382.21 9:0.786578353 10:2.132500935
0 1:9552 2:170.3863187 3:72.73987 4:0.9042934345 5:9915 6:110.2813862 7:0.6610380623 8:405.95 9:0.7283818012 10:2.342406148
1 1:6294 2:166.000331 3:48.89684112 4:0.9556333891 5:6472 6:89.51966094 7:0.4389733575 8:364.992 9:0.5937039132 10:3.394909102
0 1:8952 2:156.4953609 3:73.57648578 4:0.8825858739 5:9245 6:106.7616055 7:0.7084520418 8:380.155 9:0.7784102099 10:2.126975205
0 1:8542 2:160.2210781 3:68.72457612 4:0.9033349176 5:8853 6:104.288121 7:0.6887598774 8:400.319 9:0.6698183249 10:2.331350547
0 1:9684 2:161.9987134 3:77.05315092 4:0.8796397579 5:10118 6:111.0407662 7:0.5730516599 8:411.314 9:0.7193125886 10:2.102428148
0 1:8611 2:153.3660693 3:72.38380332 4:0.8816159371 5:8826 6:104.7084797 7:0.6030112045 8:370.714 9:0.7873819927 10:2.118789872
1 1:6691 2:159.525402 3:54.84276341 4:0.9390476459 5:6882 6:92.29976053 7:0.6431180315 8:357.734 9:0.6570228241 10:2.908777605
1 1:6290 2:148.7472527 3:55.03269078 4:0.9290419084 5:6465 6:89.49121039 7:0.5235122763 8:339.352 9:0.6863721972 10:2.702888966
0 1:9418 2:163.9482974 3:74.27249225 4:0.8914983863 5:9720 6:109.5051142 7:0.7703885481 8:393.337 9:0.7649603904 10:2.207389202
0 1:8745 2:157.3311681 3:72.28410509 4:0.8882092247 5:9040 6:105.5200446 7:0.6521252796 8:380.577 9:0.7587253613 10:2.17656659
1 1:6369 2:143.2598624 3:57.39426449 4:0.9162397257 5:6575 6:90.05144452 7:0.5948444943 8:333.462 9:0.7197611671 10:2.496065829
1 1:6473 2:154.9375653 3:54.33942362 4:0.9364810441 5:6668 6:90.78369663 7:0.7169915817 8:346.164 9:0.6788153741 10:2.851292026
0 1:8989 2:157.9142639 3:73.26056332 4:0.8858738551 5:9222 6:106.9820091 7:0.6428060641 8:382.306 9:0.7728567716 10:2.155515283
1 1:6419 2:162.1966285 3:50.80135942 4:0.949684394 5:6547 6:90.40422909 7:0.5225496581 8:354.287 9:0.6426385972 10:3.192761579
0 1:8929 2:157.118246 3:72.91376498 4:0.8857988612 5:9151 6:106.6243682 7:0.5727756752 8:376.323 9:0.7923027486 10:2.154850268
1 1:6484 2:155.8211086 3:53.82898841 4:0.9384357715 5:6676 6:90.86080127 7:0.576458037 8:351.64 9:0.6589558645 10:2.894743393
1 1:6451 2:155.6236485 3:53.21598488 4:0.9397170296 5:6607 6:90.62929054 7:0.597093669 8:351.35 9:0.6566848396 10:2.92437787
1 1:6110 2:144.3473277 3:55.22713637 4:0.9239145208 5:6277 6:88.20143773 7:0.5465116279 8:327.269 9:0.7168715338 10:2.613702923
1 1:6531 2:151.7576921 3:55.24774225 4:0.9313784928 5:6723 6:91.18951402 7:0.5691503268 8:344.404 9:0.6919156825 10:2.746857806
0 1:9748 2:161.8083427 3:77.79873836 4:0.8768259294 5:10031 6:111.4070872 7:0.7664124538 8:396.24 9:0.7802050456 10:2.079832477
0 1:9594 2:169.052567 3:73.26620101 4:0.9012050256 5:9793 6:110.523573 7:0.5590909091 8:397.346 9:0.7636104926 10:2.307374542
1 1:5638 2:143.6403941 3:51.23331002 4:0.934227539 5:5810 6:84.72617396 7:0.4864538395 8:326.154 9:0.6660234451 10:2.803652429
1 1:5649 2:157.2376502 3:46.34122434 4:0.9555833723 5:5773 6:84.80878603 7:0.7335410986 8:337.654 9:0.6226408938 10:3.393040482
0 1:9299 2:163.4340946 3:73.67623685 4:0.8926245286 5:9589 6:108.8110956 7:0.5563599378 8:393.122 9:0.7561211993 10:2.21827419
1 1:5196 2:140.7913232 3:47.78113826 4:0.9406509499 5:5317 6:81.33727727 7:0.4891734137 8:313.303 9:0.6651964143 10:2.946587887
1 1:6450 2:161.1576367 3:51.98136004 4:0.9465525027 5:6615 6:90.62226583 7:0.5162064826 8:353.493 9:0.6486462958 10:3.100296656
0 1:7875 2:145.4318052 3:69.73395965 4:0.8775440996 5:8080 6:100.1337177 7:0.655922039 8:354.105 9:0.7892167761 10:2.085523408
0 1:9579 2:166.7113239 3:74.10282091 4:0.8957799302 5:9884 6:110.4371387 7:0.5873804268 8:399.799 9:0.7530895656 10:2.249729792
1 1:6149 2:153.1489718 3:51.94621527 4:0.9407187927 5:6300 6:88.48248392 7:0.4744598765 8:343.391 9:0.6552945261 10:2.948221945
1 1:6194 2:148.3868137 3:54.02709998 4:0.9313612804 5:6370 6:88.80566277 7:0.5313089724 8:338.112 9:0.6808632534 10:2.74652561
1 1:6472 2:159.4654045 3:52.83482664 4:0.9435167968 5:6645 6:90.77668386 7:0.4900802665 8:354.743 9:0.6462799813 10:3.018187332
0 1:9539 2:167.6034627 3:73.38945802 4:0.899035597 5:9806 6:110.2063157 7:0.6440048609 8:398.325 9:0.755505418 10:2.283753923
1 1:5992 2:145.9961988 3:52.99592181 4:0.9317910027 5:6217 6:87.34558576 7:0.4907452907 8:349.013 9:0.6181565296 10:2.754857238
0 1:9356 2:169.6022948 3:71.03025864 4:0.9080762755 5:9580 6:109.1440753 7:0.7955782313 8:396.347 9:0.7484261038 10:2.38774711
1 1:5647 2:147.9408548 3:49.44872411 4:0.9424856639 5:5763 6:84.79377164 7:0.4992926614 8:326.435 9:0.665938644 10:2.991803276
1 1:5522 2:156.8552723 3:45.65218722 4:0.9567088902 5:5748 6:83.85003736 7:0.5829814189 8:344.692 9:0.5840417028 10:3.435876391
1 1:5655 2:148.7740078 3:49.75091851 4:0.9424291155 5:5819 6:84.85381326 7:0.4665841584 8:331.002 9:0.6486064116 10:2.990377109
0 1:8838 2:167.3237256 3:68.44850751 4:0.9124992785 5:9099 6:106.0796451 7:0.5478551946 8:390.396 9:0.7287073379 10:2.444519708
1 1:6366 2:162.1737171 3:50.75257677 4:0.9497689684 5:6522 6:90.03023349 7:0.4932971716 8:356.934 9:0.6279147145 10:3.195378983
1 1:7060 2:163.2103331 3:56.25045259 4:0.9387312341 5:7324 6:94.8107124 7:0.4746537582 8:378.233 9:0.6201485467 10:2.901493687
1 1:5048 2:157.7353692 3:40.79683232 4:0.965973518 5:5161 6:80.17052589 7:0.5516939891 8:336.835 9:0.5591068153 10:3.866363152
1 1:5611 2:154.6781319 3:47.20690237 4:0.9522900648 5:5791 6:84.52305653 7:0.4912879783 8:340.55 9:0.6079786987 10:3.276599906
1 1:5933 2:146.390903 3:52.37993222 4:0.9337949271 5:6100 6:86.91449947 7:0.5552124275 8:331.883 9:0.6768839214 10:2.794789852
0 1:8817 2:161.2008546 3:70.80262401 4:0.8983795831 5:9050 6:105.953542 7:0.6211779625 8:382.554 9:0.757085991 10:2.276763847
0 1:8534 2:153.2883776 3:71.56244754 4:0.8843373156 5:8784 6:104.2392741 7:0.6328513163 8:369.86 9:0.7839489304 10:2.142022567
1 1:6503 2:162.3004646 3:51.79002758 4:0.9477211559 5:6644 6:90.99382814 7:0.6032467532 8:357.999 9:0.6376171518 10:3.133816918
1 1:4068 2:116.3011361 3:45.50365171 4:0.9202813908 5:4166 6:71.96901047 7:0.5277633627 8:267.137 9:0.7163458007 10:2.5558638
1 1:5271 2:142.9413848 3:47.64960671 4:0.9428029112 5:5395 6:81.9221926 7:0.4894604884 8:318.082 9:0.6546733968 10:2.999843959
1 1:6805 2:165.9574718 3:52.8640783 4:0.9479094499 5:6960 6:93.08273257 7:0.4633033769 8:367.929 9:0.6316986567 10:3.139324039
0 1:9749 2:169.8178531 3:73.91796417 4:0.9002961294 5:10014 6:111.4128014 7:0.7673356946 8:405.899 9:0.7435907381 10:2.297382714
1 1:6251 2:149.4271253 3:54.35248006 4:0.9315008889 5:6454 6:89.21334202 7:0.5114966042 8:348.4 9:0.6471471908 10:2.74922368
1 1:4597 2:129.3086098 3:46.01013032 4:0.9345558597 5:4694 6:76.50543894 7:0.4842005477 8:289.982 9:0.6869771407 10:2.810437808
0 1:8493 2:155.988285 3:70.07007182 4:0.8934307959 5:8684 6:103.9885737 7:0.7767514176 8:371.389 9:0.773771831 10:2.226175611
1 1:6308 2:147.8552384 3:55.7164392 4:0.926282024 5:6625 6:89.61916675 7:0.5656384505 8:364.41 9:0.5969266606 10:2.6537094
1 1:4775 2:134.9770657 3:46.94277563 4:0.937574927 5:4941 6:77.97255175 7:0.7326990947 8:306.698 9:0.6379128522 10:2.875353319
1 1:5743 2:149.9172763 3:49.13680591 4:0.9447612051 5:5863 6:85.51148873 7:0.4963699222 8:329.453 9:0.6649082891 10:3.051017938
1 1:5344 2:155.7109626 3:44.95500971 4:0.9574171802 5:5567 6:82.4875271 7:0.6038418079 8:341.624 9:0.5754128637 10:3.463706572
1 1:5721 2:147.3724222 3:50.66022323 4:0.9390588327 5:5857 6:85.34754499 7:0.4687807276 8:328.928 9:0.6644772601 10:2.909036179
0 1:10124 2:171.4026658 3:76.14115931 4:0.8959158073 5:10434 6:113.5353564 7:0.6930449069 8:412.226 9:0.748671395 10:2.251117101
0 1:8423 2:157.2011891 3:69.462173 4:0.8970800867 5:8589 6:103.5591458 7:0.5704320737 8:371.276 9:0.7678615332 10:2.263119368
1 1:6504 2:159.5165912 3:52.76250178 4:0.9437131605 5:6699 6:91.00082417 7:0.471988389 8:353.663 9:0.6534481661 10:3.023294685
0 1:9960 2:172.8067987 3:74.04929353 4:0.9035374441 5:10142 6:112.6120147 7:0.5697940503 8:407.905 9:0.7522308575 10:2.333672484
0 1:9041 2:159.311829 3:73.48833118 4:0.8872514528 5:9395 6:107.2910002 7:0.5571921607 8:388.877 9:0.7512799832 10:2.167852045
0 1:9273 2:163.2043409 3:73.0986283 4:0.8940854888 5:9505 6:108.6588712 7:0.5661172161 8:390.16 9:0.7654990193 10:2.232659417
0 1:8859 2:167.9071067 3:67.58345109 4:0.9154177842 5:9042 6:106.2055984 7:0.692217534 8:390.443 9:0.7302629776 10:2.484441146
1 1:6661 2:155.8400374 3:55.10607572 4:0.9353942095 5:6799 6:92.09260886 7:0.7401111111 8:349.728 9:0.6843661007 10:2.828001003
0 1:8901 2:168.6882626 3:68.033572 4:0.915063648 5:9045 6:106.457058 7:0.5741099071 8:387.029 9:0.7467266469 10:2.479485607
0 1:10020 2:170.4373405 3:76.12316246 4:0.8947166038 5:10341 6:112.9506983 7:0.7367647059 8:408.736 9:0.7536883539 10:2.238968207
0 1:7706 2:145.8985732 3:68.43532023 4:0.8831658084 5:7923 6:99.05343978 7:0.5927692308 8:352.85 9:0.7777833199 10:2.1319192
1 1:6613 2:163.7034257 3:52.90616844 4:0.9463364792 5:6899 6:91.76019349 7:0.4446013177 8:366.813 9:0.6176165841 10:3.094221913
1 1:6709 2:159.3548888 3:54.54944238 4:0.9395855383 5:6873 6:92.42382867 7:0.4778490028 8:359.568 9:0.6520870673 10:2.921292719
0 1:8643 2:157.4884098 3:70.32312832 4:0.8947692052 5:8767 6:104.9028569 7:0.6252170139 8:369.819 9:0.7941379258 10:2.239496643
0 1:8872 2:159.4078206 3:71.8748611 4:0.8925812079 5:9170 6:106.2834947 7:0.6261998871 8:381.496 9:0.7660399508 10:2.217852225
0 1:9377 2:165.7227703 3:72.68628654 4:0.898681568 5:9541 6:109.2664963 7:0.5605571497 8:390.921 9:0.7710735004 10:2.279972994
0 1:8811 2:155.2796909 3:73.10760503 4:0.8822333463 5:9094 6:105.917485 7:0.6644295302 8:376.5 9:0.7810972417 10:2.123988206
1 1:4162 2:119.5204573 3:45.21686527 4:0.9256752671 5:4333 6:72.79576214 7:0.723826087 8:280.103 9:0.666617053 10:2.643271632
0 1:5828 2:123.4277007 3:60.85102757 4:0.8700239332 5:6026 6:86.14197622 7:0.6967957915 8:302.466 9:0.8005275472 10:2.028358528
0 1:7932 2:151.7763949 3:67.55214386 4:0.8954924292 5:8116 6:100.495453 7:0.6048959048 8:361.3 9:0.7635836954 10:2.246803524
0 1:8575 2:153.4130158 3:72.37655705 4:0.8817185154 5:8867 6:104.4893731 7:0.7476024412 8:375.523 9:0.7641364372 10:2.119650644
0 1:9081 2:158.1625892 3:74.02842265 4:0.8837005688 5:9315 6:107.5280815 7:0.5857198142 8:382.964 9:0.7780860667 10:2.136511675
1 1:6358 2:162.2608268 3:50.60605388 4:0.9501212026 5:6514 6:89.97364628 7:0.6111111111 8:355.841 9:0.6309840997 10:3.206352094
0 1:7567 2:140.2596732 3:69.53054104 4:0.8684782675 5:7776 6:98.1560168 7:0.7121212121 8:344.602 9:0.8007519605 10:2.017238341
0 1:8996 2:155.2195893 3:74.96328735 4:0.8756479773 5:9436 6:107.023656 7:0.6770018061 8:400.541 9:0.7046368561 10:2.07060809
0 1:8571 2:160.8064631 3:68.61699347 4:0.9043906582 5:8805 6:104.4649996 7:0.7763586957 8:378.914 9:0.7501706275 10:2.343537
0 1:8865 2:160.6800474 3:70.80124016 4:0.8976863959 5:9084 6:106.2415576 7:0.7103365385 8:381.024 9:0.7673331133 10:2.269452442
0 1:8899 2:157.3240166 3:72.78746764 4:0.8865360051 5:9114 6:106.4450972 7:0.6396635998 8:377.494 9:0.7847493495 10:2.161416267
0 1:9184 2:157.6556389 3:75.15518864 4:0.8790634796 5:9446 6:108.1361733 7:0.6116550117 8:382.472 9:0.78893722 10:2.097734591
0 1:8908 2:156.0475253 3:73.41239786 4:0.8824272008 5:9111 6:106.4989102 7:0.8033910534 8:375.143 9:0.7954197646 10:2.125629047
1 1:6216 2:157.3663661 3:50.89155055 4:0.9462639429 5:6422 6:88.96323404 7:0.6170339488 8:350.44 9:0.6360533239 10:3.09219044
1 1:5661 2:148.1241456 3:49.73509992 4:0.9419453144 5:5825 6:84.89881662 7:0.5695171026 8:331.982 9:0.6454668535 10:2.978261746
1 1:5045 2:152.7897741 3:42.63237131 4:0.9602834489 5:5181 6:80.14669989 7:0.4339784946 8:327.394 9:0.5914657521 10:3.583891053
1 1:5772 2:154.5015156 3:48.72148484 4:0.9489766576 5:5920 6:85.72711737 7:0.4416896235 8:341.963 9:0.6202659624 10:3.171116728
1 1:6503 2:166.0689888 3:50.98509194 4:0.9517057998 5:6706 6:90.99382814 7:0.478513613 8:370.01 9:0.5968932873 10:3.257206813
1 1:6483 2:149.8622341 3:56.5022791 4:0.9262018048 5:6700 6:90.85379446 7:0.4818283166 8:347.932 9:0.6729722223 10:2.652321933
1 1:5243 2:139.6579035 3:48.7029073 4:0.9372232147 5:5410 6:81.70431404 7:0.5567590528 8:312.927 9:0.6728273679 10:2.867547571
0 1:9119 2:159.4128654 3:73.7056607 4:0.8866938406 5:9306 6:107.7528255 7:0.7447121274 8:382.281 9:0.7841364694 10:2.162830696
1 1:6211 2:151.1109508 3:53.84177527 4:0.9343692314 5:6382 6:88.9274469 7:0.7760839685 8:343.683 9:0.6607775692 10:2.806574449
1 1:6599 2:157.3459539 3:54.39895881 4:0.9383346419 5:6795 6:91.66301193 7:0.6155209402 8:354.592 9:0.6595232739 10:2.89244422
1 1:5234 2:132.9583554 3:51.1863547 4:0.9229247679 5:5444 6:81.63415815 7:0.7774806892 8:311.835 9:0.676384841 10:2.597535147
1 1:6080 2:160.9467248 3:49.14274291 4:0.95224485 5:6238 6:87.98463748 7:0.5747235088 8:350.34 9:0.6224923119 10:3.275086315
0 1:8442 2:156.4819114 3:70.02419305 4:0.8942886076 5:8616 6:103.6758807 7:0.628171739 8:370.819 9:0.7714916945 10:2.234683537
0 1:9271 2:163.2207004 3:74.20406579 4:0.8906833994 5:9553 6:108.6471528 7:0.5572519084 8:392.715 9:0.7554078013 10:2.19961937
1 1:5993 2:151.4107864 3:51.44158595 4:0.9405163284 5:6178 6:87.35287397 7:0.4802083333 8:339.924 9:0.6517641739 10:2.94335378
1 1:5935 2:146.0862969 3:52.12721827 4:0.9341713117 5:6102 6:86.92914757 7:0.5811790051 8:334.687 9:0.6658139649 10:2.802495544
0 1:7490 2:146.8624904 3:65.72710427 4:0.8942630102 5:7640 6:97.65533365 7:0.6724122453 8:348.588 9:0.7745809584 10:2.234428126
0 1:8572 2:157.2759008 3:70.22675 4:0.8947739232 5:8837 6:104.4710935 7:0.5636877754 8:376.065 9:0.7616688498 10:2.23954406
0 1:8817 2:156.4213838 3:72.63195586 4:0.8856595362 5:9068 6:105.953542 7:0.5928192026 8:383.119 9:0.7548546312 10:2.153616571
1 1:5501 2:137.8076655 3:51.02787845 4:0.928918872 5:5660 6:83.6904459 7:0.6314279155 8:320.048 9:0.6748717884 10:2.700634824
0 1:8448 2:162.101015 3:67.31115479 4:0.9097109734 5:8634 6:103.712717 7:0.6264738598 8:378.237 9:0.7420544071 10:2.408234051
